temperature,humidity,pressure,wind_speed,sensor_1,sensor_2,sensor_3,sensor_4
32.3,47,993,21,50.0,81.92,101.21,-12.21
23.83,83,1002,11,48.75,59.3,175.08,11.0
38.41,61,1009,18,93.13,427.98,853.25,7.89
36.6,64,993,21,21.61,76.6,699.73,-18.96
36.57,50,999,13,54.64,357.19,320.49,46.54
30.63,67,1006,14,65.03,462.63,196.48,43.14
36.4,87,1017,21,62.01,495.04,137.41,33.98
32.55,76,1005,23,41.39,307.37,107.55,28.6
29.01,56,990,23,73.69,396.28,810.4,42.37
35.05,53,1025,19,59.01,112.57,502.97,-18.98
32.0,84,994,21,7.8,36.16,302.21,37.58
20.04,84,1014,9,10.09,220.13,936.23,41.12
39.94,89,1017,23,53.6,443.81,100.28,32.07
28.6,72,1017,10,53.37,373.95,200.93,36.55
31.43,83,1025,23,76.96,36.11,213.52,-10.8
28.12,80,1007,10,52.49,90.59,609.09,42.2
22.01,60,1013,11,62.7,468.87,703.36,35.41
36.68,44,1017,15,16.9,140.6,289.45,-41.77
33.65,77,997,9,52.38,104.07,524.59,12.37
36.57,72,1000,21,92.48,187.08,105.63,-39.09
29.68,71,1018,23,96.8,251.32,261.32,-19.11
35.83,57,1012,20,33.3,141.31,467.5,-17.68
35.95,60,1028,24,90.36,172.87,859.86,4.74
26.73,51,1003,24,15.9,267.44,121.39,46.01
20.08,88,1023,10,43.15,74.62,376.96,0.3
37.2,74,1016,17,43.71,154.0,681.42,22.54
23.69,64,1029,13,89.9,289.71,134.13,-36.35
37.37,62,996,9,28.76,192.97,283.06,-49.04
32.37,47,998,21,21.33,478.07,320.63,32.98
32.69,69,1007,9,24.4,237.62,720.63,-20.88
24.94,75,1008,23,85.56,380.27,393.92,33.0
28.05,64,1006,23,15.05,333.06,786.06,-38.86
26.24,44,1022,7,69.57,492.31,380.22,-0.89
23.81,72,994,6,68.56,312.61,578.02,-12.27
34.49,86,1005,16,77.86,383.25,195.16,1.11
21.92,77,1010,9,11.4,165.2,770.05,4.13
30.24,72,998,18,73.16,323.44,580.17,45.15
30.72,69,1001,6,83.53,445.64,646.25,5.9
39.11,52,1008,7,3.93,116.36,694.22,-12.01
37.39,52,1027,23,54.09,318.48,275.43,-19.17
29.83,45,991,10,83.36,478.53,154.2,30.96
36.88,62,1006,20,13.88,355.75,122.59,-36.95
35.81,84,1009,21,89.87,304.51,686.15,-4.93
20.56,68,1023,15,98.38,72.11,811.6,30.93
38.44,83,1022,23,21.23,173.54,393.63,24.92
33.76,55,1017,15,67.09,84.72,198.68,32.49
33.44,58,1007,8,61.03,343.05,939.72,35.52
34.27,89,1026,10,95.21,449.93,290.31,-11.57
24.5,42,995,21,35.54,58.7,878.17,36.89
20.58,88,996,19,46.16,464.56,482.4,11.98
24.64,75,1017,12,11.82,169.43,565.17,-28.65
35.89,84,998,17,73.68,269.07,391.47,-35.99
31.95,47,1014,6,21.43,161.72,697.95,-43.37
27.23,84,1029,11,62.19,90.49,652.43,0.08
24.83,70,1024,16,27.49,48.74,876.44,8.31
36.0,41,1021,24,65.91,139.8,781.98,35.76
29.16,85,995,21,25.01,327.1,461.91,16.04
32.23,83,1019,8,52.33,378.85,146.67,26.86
20.25,83,1016,12,94.64,275.09,900.25,10.21
28.6,50,1016,16,13.26,271.8,349.01,20.18
20.31,55,1007,14,9.17,252.46,349.83,21.54
35.75,64,1027,19,53.44,314.01,306.32,40.71
24.99,77,1007,11,90.45,14.0,310.18,27.88
23.34,61,999,7,18.0,269.98,667.94,-30.91
38.53,42,990,10,91.41,37.72,745.52,-9.72
20.36,45,1028,10,69.58,498.13,277.0,-15.09
23.96,79,997,20,56.36,423.73,210.81,29.13
24.81,51,1011,22,73.67,67.5,956.45,12.45
36.46,64,1008,19,61.97,214.12,572.11,18.11
34.2,78,993,6,59.24,366.49,796.41,25.45
39.35,54,993,11,7.13,298.45,179.94,-23.07
33.9,80,1023,16,43.5,341.52,840.72,1.74
24.73,83,1023,5,98.95,389.96,853.84,15.08
23.34,65,1010,21,75.37,170.66,296.65,-28.32
35.11,52,1003,19,72.04,24.95,105.35,-18.89
38.02,69,1012,20,20.33,277.18,925.85,48.3
38.23,79,1005,11,22.35,18.3,991.74,46.08
35.42,84,1025,20,86.09,310.81,671.72,31.67
35.89,47,1007,12,95.0,267.06,237.59,21.54
33.25,53,998,9,82.08,52.53,465.52,6.1
34.72,44,1012,14,56.13,291.41,798.93,-38.02
22.32,80,1007,23,24.54,366.17,278.64,-22.54
26.58,82,1028,7,99.14,451.12,973.48,31.18
29.16,72,1015,11,42.99,389.63,384.94,-8.91
33.29,76,1015,19,48.54,253.47,479.33,-27.09
28.35,54,1008,12,97.26,225.17,279.6,-16.75
27.5,72,990,7,97.49,422.59,624.44,26.2
31.27,48,1025,8,67.87,97.85,263.45,-13.83
27.89,47,999,22,95.31,213.06,350.06,-23.86
21.45,53,1021,8,77.14,294.21,542.93,14.7
39.39,67,1006,5,65.17,489.07,849.14,36.27
38.52,71,992,6,71.94,179.58,942.51,-23.16
20.78,60,1001,12,90.76,358.22,108.29,2.5
30.58,62,1019,8,26.28,62.75,351.11,20.25
34.26,84,1024,13,25.76,299.52,627.24,-41.73
32.2,62,1022,8,55.91,155.78,667.71,29.59
27.07,60,990,12,35.47,240.76,641.31,19.51
36.07,85,993,13,75.52,80.66,529.12,-26.37
32.29,75,995,8,15.08,97.97,482.43,-26.37
24.78,43,1022,16,61.02,154.55,494.1,17.83
32.22,83,1015,5,9.46,312.97,493.95,-33.99
25.49,55,1014,15,3.16,375.11,549.78,-41.58
31.92,65,1028,13,46.72,48.37,459.16,-1.43
35.29,74,997,14,80.37,119.93,851.13,-12.79
26.05,60,1021,18,64.34,310.99,995.52,28.95
25.65,49,1007,12,47.42,246.77,626.11,29.59
34.53,88,1026,12,47.61,289.8,938.89,-38.75
30.17,41,1029,19,61.13,335.23,727.96,1.37
22.78,82,1000,21,78.54,82.4,993.03,44.72
30.91,52,991,11,35.31,398.71,849.53,36.85
33.26,74,991,9,27.56,218.04,896.04,5.29
29.83,63,993,24,96.92,75.25,311.3,13.94
32.48,67,996,10,39.44,204.51,691.19,40.19
27.3,77,1009,24,21.95,159.37,926.23,-2.2
37.56,73,1021,15,60.45,244.4,795.31,-13.74
24.8,59,1001,10,52.4,481.65,401.75,29.03
25.63,81,999,22,82.82,407.86,287.38,34.07
35.47,77,994,10,54.53,498.25,310.02,-35.91
21.16,70,1011,11,42.67,335.39,304.55,13.36
39.75,54,1016,23,94.14,420.26,734.86,33.78
32.58,78,1020,18,96.81,255.33,407.87,3.43
36.15,62,1015,17,21.9,84.85,774.1,-36.94
31.68,43,1013,5,39.86,441.26,982.28,9.77
35.73,54,1025,10,10.33,351.94,871.34,14.51
28.68,82,1016,13,44.72,352.88,784.89,-17.77
31.53,70,993,22,22.27,436.39,121.06,-14.48
33.24,55,1012,15,93.91,221.94,817.02,-10.51
38.04,41,1026,15,43.56,104.13,625.39,-23.26
20.7,57,1026,23,93.55,277.21,398.64,19.54
22.18,41,999,19,66.26,390.03,596.0,48.23
33.81,89,1029,13,87.24,475.72,889.69,-0.82
26.89,89,1001,5,79.01,85.98,467.68,45.25
33.55,41,1005,20,72.64,214.88,744.1,18.09
24.55,72,1019,6,18.22,186.31,119.84,-12.93
32.57,71,1009,13,20.95,304.85,765.85,38.53
29.56,47,990,23,14.47,275.67,776.79,9.05
22.46,51,1024,20,4.9,481.2,465.74,-43.26
38.59,63,991,15,20.08,261.97,127.68,-5.14
35.84,89,1019,23,93.69,70.51,274.97,28.95
35.62,82,1025,12,86.65,32.9,556.98,26.52
33.94,58,1018,12,56.7,221.95,275.61,48.66
20.43,47,1003,18,28.14,485.47,935.98,35.85
30.09,68,1026,22,42.1,315.48,861.81,-9.46
35.02,81,995,17,90.85,448.87,991.69,-17.19
24.33,61,1003,24,12.68,388.13,133.71,11.91
32.31,43,999,7,98.34,323.82,386.51,-5.71
38.59,53,1013,24,92.91,404.34,793.84,-40.54
35.06,49,1016,22,66.93,247.38,150.41,-10.23
30.95,61,1009,9,23.56,426.82,826.39,-19.98
26.2,85,1000,6,41.62,287.76,248.52,-15.6
32.73,84,998,23,33.6,161.15,848.66,-46.03
34.29,79,1018,17,98.07,406.49,772.52,42.21
32.76,54,1012,16,29.91,85.08,182.34,-38.94
35.11,48,1003,11,29.59,171.0,898.29,38.54
25.58,45,1000,24,81.11,447.75,781.06,49.87
30.16,77,1019,24,51.87,289.1,252.69,38.0
30.97,82,994,24,75.02,136.61,452.45,-46.42
21.8,81,1024,16,84.32,472.34,331.21,18.5
23.53,76,1021,14,20.35,203.44,563.21,35.41
26.13,46,1008,17,48.06,98.85,757.52,46.81
20.96,84,1028,15,0.16,469.82,746.7,7.32
24.67,59,1028,17,46.77,423.54,462.69,6.23
30.44,46,1021,18,82.62,308.99,301.56,21.25
30.83,44,1005,22,16.62,107.4,429.71,19.94
24.99,56,1020,17,54.99,148.98,292.61,7.11
38.93,72,1017,8,59.12,133.46,391.35,47.44
29.34,67,1024,17,44.63,99.57,211.35,38.65
32.75,52,1009,6,10.64,307.72,445.23,39.3
20.61,57,990,17,23.34,190.11,438.46,18.96
27.98,52,995,21,49.07,4.24,803.01,-2.06
30.84,66,1012,18,85.14,183.37,702.81,-10.87
26.25,60,1000,16,55.51,97.32,844.11,6.17
23.43,85,1022,11,42.36,278.11,118.0,15.88
24.02,88,1007,15,87.71,306.09,786.55,-17.64
29.33,83,999,15,89.44,213.96,160.64,-8.69
21.42,66,1013,15,17.72,202.02,192.84,12.27
24.69,87,1014,6,87.37,234.48,964.73,-16.76
34.39,89,999,14,24.75,181.2,134.5,-31.74
24.29,83,1022,21,58.21,184.8,870.52,33.28
22.34,64,1013,20,12.69,322.72,437.73,-2.95
21.68,68,995,9,57.13,420.51,259.33,-26.86
39.77,55,1027,10,95.57,2.87,676.66,-1.15
21.74,86,1010,24,90.68,39.13,779.07,11.82
28.67,77,1000,22,13.22,490.16,730.18,5.93
30.22,42,1025,17,12.6,380.45,365.06,-22.35
39.29,79,1014,9,2.02,294.42,796.3,-13.16
37.82,42,993,7,69.48,252.41,603.46,-28.92
24.75,67,1007,11,23.41,484.63,540.24,18.13
21.69,42,1027,17,94.52,59.27,460.04,-12.89
28.76,86,1021,8,68.85,268.22,601.67,14.68
22.02,51,1020,17,49.89,26.55,134.45,-0.29
37.42,56,1013,23,59.75,209.84,178.9,21.3
34.08,54,1007,6,18.27,154.68,799.82,28.74
38.88,61,998,12,88.7,461.33,107.87,-26.3
31.39,84,1023,12,64.04,61.64,702.99,44.54
27.29,53,1022,20,79.74,71.66,701.15,-16.56
30.01,45,1010,17,89.6,422.45,829.92,13.64
23.22,84,993,24,89.72,128.35,922.93,-3.02
29.26,53,1006,22,92.33,425.59,684.97,-1.58
39.97,74,1026,10,16.11,404.1,204.73,8.2
33.81,51,1022,9,54.67,443.88,204.03,40.09
21.25,82,997,7,49.78,62.33,623.54,13.87
34.51,81,1021,10,77.6,215.47,397.67,42.4
22.01,78,1001,16,23.85,141.37,413.52,-12.77
27.81,73,1022,14,68.07,186.39,199.46,40.43
35.73,57,998,18,30.65,461.13,663.98,-38.61
22.56,60,1014,18,75.66,120.22,597.98,25.55
25.85,86,1020,22,74.17,415.05,131.48,11.74
23.91,53,1007,7,46.87,304.74,158.0,15.76
37.4,70,992,23,6.78,124.78,697.08,18.53
22.96,68,1024,16,98.76,176.13,297.75,34.36
30.72,40,1004,24,58.24,193.36,924.55,-23.58
25.51,41,1013,23,33.05,339.73,239.43,26.95
30.15,79,998,19,31.66,312.92,642.32,38.69
23.35,61,1025,20,46.55,267.26,886.12,-30.07
35.15,64,1024,9,92.2,265.31,944.09,-20.12
32.86,47,1025,9,57.66,235.37,447.75,30.52
20.87,78,1020,22,15.76,30.27,595.51,-36.9
38.95,60,1029,23,85.31,116.33,620.77,-28.08
37.86,74,1028,17,64.32,129.94,313.17,-27.66
25.96,76,1007,7,77.31,43.71,480.16,31.55
25.84,87,1014,12,38.46,116.53,588.1,11.4
29.98,84,998,9,67.61,389.07,255.85,-14.3
32.38,86,1000,20,15.4,408.66,309.93,44.72
25.82,83,999,15,10.88,379.23,723.87,-24.01
35.91,79,1024,24,98.16,286.62,480.5,13.2
21.57,53,999,8,92.22,134.55,924.33,7.92
27.96,59,1003,21,96.08,99.02,760.1,-26.0
31.12,57,1000,13,92.26,466.66,508.51,-2.94
35.99,49,1026,12,64.33,398.51,904.26,-3.61
37.44,44,1027,6,59.35,306.66,564.25,13.38
24.89,44,1007,13,95.88,413.84,498.16,39.08
24.82,60,994,24,78.63,301.01,818.96,-8.6
27.37,49,1023,24,20.37,133.14,960.68,0.46
28.55,57,1023,14,99.59,497.67,661.94,31.71
36.97,80,1005,20,82.96,445.18,697.38,16.51
20.15,79,995,20,39.04,160.93,116.02,-44.04
33.7,45,1029,16,1.1,439.84,197.34,18.43
24.4,57,1004,17,33.35,300.1,365.43,2.29
37.65,43,1013,18,85.91,476.84,994.62,-25.6
26.35,72,1023,6,28.36,463.2,112.06,-16.75
30.75,44,1021,16,98.17,334.13,753.21,35.46
26.58,67,1029,6,92.67,190.83,237.2,18.06
28.51,47,1023,6,76.52,480.47,418.82,34.09
30.44,66,1029,14,66.34,444.28,962.39,13.46
34.95,69,995,20,40.44,30.5,225.39,12.8
22.42,45,1016,6,98.48,288.23,188.23,-30.97
27.04,54,1003,11,72.41,185.03,973.41,23.6
32.79,47,1005,8,12.27,209.07,267.72,30.17
31.78,61,999,9,41.72,235.78,144.69,-41.52
35.62,41,1002,12,10.8,175.11,869.89,-48.69
37.78,72,1023,22,98.99,123.78,282.14,-25.68
21.88,81,1001,17,31.24,288.5,942.0,-37.57
34.28,56,1023,19,68.91,83.54,271.88,14.59
25.68,86,1019,21,47.8,456.38,285.78,24.65
29.63,44,1000,16,99.82,115.92,437.07,24.42
32.56,83,1021,22,66.31,218.23,938.37,22.55
23.01,42,1017,13,43.84,488.17,288.8,-7.6
26.93,47,993,21,51.46,420.9,809.62,38.06
39.52,49,1018,5,47.38,331.13,365.35,10.54
22.73,89,1015,14,73.92,58.89,484.03,19.49
21.67,65,1017,18,23.24,79.53,238.64,21.31
36.74,68,999,16,55.29,315.29,977.88,3.37
28.61,55,1018,18,10.74,455.94,798.11,-26.82
33.5,62,1022,6,10.85,10.13,225.15,-47.42
26.11,47,1011,24,22.14,197.42,375.98,5.04
23.97,50,1020,20,14.6,388.21,259.03,23.72
24.25,66,1006,19,96.79,66.58,615.94,37.72
23.91,50,1002,13,8.58,426.04,839.91,-3.2
24.94,77,1018,6,98.27,373.45,580.21,-5.14
24.42,85,992,23,23.16,428.62,495.72,-37.84
36.27,51,999,8,69.57,486.57,575.94,-27.28
30.67,87,1018,20,66.67,308.91,401.67,6.99
25.93,70,1018,18,73.65,486.28,389.3,-27.56
26.9,67,996,6,16.41,96.52,477.17,-34.28
39.16,89,990,12,87.12,42.48,971.86,-43.77
23.68,86,995,8,59.22,484.06,761.02,-19.34
37.74,55,993,14,14.96,310.72,757.1,0.99
34.74,58,996,12,49.79,320.67,618.8,1.85
32.27,57,992,18,51.94,319.77,541.95,-30.82
32.48,86,1026,10,46.72,425.4,988.33,-40.89
28.46,62,1015,24,71.42,188.11,357.52,-49.71
28.78,53,1016,7,4.18,274.36,123.94,-9.19
35.92,54,1011,14,46.45,235.8,942.88,-44.32
36.22,89,1014,15,75.99,349.01,283.87,-16.67
31.42,40,1010,5,74.76,298.7,736.39,43.59
35.37,50,1016,15,65.91,78.52,863.03,13.67
36.2,88,993,8,82.43,247.32,887.09,33.77
26.64,83,1024,15,57.1,389.86,881.55,-29.06
32.47,52,1011,20,81.21,319.06,777.82,-46.88
28.72,71,1020,24,76.35,284.16,959.27,-39.89
21.96,83,1022,23,3.09,202.34,701.61,-22.95
32.97,52,1023,12,11.37,256.7,881.25,-37.14
31.75,78,1006,12,51.39,474.48,245.85,-43.01
22.05,41,998,14,29.37,442.0,591.09,48.85
21.42,55,1024,10,68.5,257.78,915.24,-28.79
24.99,78,1008,19,44.68,263.94,514.32,22.5
36.67,80,995,5,48.9,3.83,255.99,-44.72
21.27,54,1021,6,53.09,445.12,922.25,35.0
29.21,41,1001,10,9.14,227.38,624.7,23.19
23.58,86,994,16,58.78,97.14,871.16,-36.52
25.07,64,1004,7,80.2,183.56,870.81,7.9
35.4,61,992,22,27.2,342.69,537.41,9.09
37.01,68,1021,9,57.0,452.28,576.67,-19.81
31.61,78,1018,23,89.14,373.53,634.07,-25.07
37.26,73,1011,6,14.7,70.87,823.01,-41.53
37.14,69,1005,15,46.61,88.32,846.05,32.96
24.43,85,1020,23,54.2,287.94,243.56,11.12
32.9,78,1025,19,20.97,264.56,544.87,-3.09
35.57,70,1012,16,94.38,202.6,166.37,9.39
31.22,62,996,10,18.64,310.3,480.79,7.51
36.12,40,1007,14,10.89,492.56,104.7,-38.62
32.58,46,1018,8,96.17,216.13,672.14,25.38
25.69,79,1020,18,3.89,485.95,718.93,-49.47
33.71,40,1008,10,84.17,56.83,495.35,9.44
31.76,65,1005,8,94.76,395.8,981.58,-36.1
32.5,52,1014,18,86.19,21.41,644.63,25.32
21.91,72,1016,7,6.91,9.59,185.6,-46.3
22.51,45,1004,15,97.59,372.21,418.75,-14.75
36.29,83,991,17,44.59,250.13,514.01,8.25
28.63,44,1010,10,3.84,176.73,392.04,46.75
24.31,81,992,12,76.32,265.0,986.15,1.92
21.85,72,1005,5,82.96,176.67,792.71,-39.83
25.26,58,1022,19,93.61,139.27,901.86,4.41
25.9,53,992,9,13.07,276.09,741.99,45.76
39.66,85,998,22,50.4,252.72,903.9,-49.3
36.69,74,1029,11,63.41,220.43,543.47,-38.7
21.57,65,996,8,13.93,102.56,829.74,-29.74
34.97,70,994,6,9.68,383.99,752.14,24.69
31.28,76,1022,17,99.98,216.8,980.09,-23.81
24.57,58,1021,21,59.7,20.04,976.14,40.95
34.93,43,1017,13,83.34,158.89,310.5,-21.92
20.6,73,998,16,96.05,45.2,846.96,23.0
34.63,65,1014,19,19.66,456.57,269.94,-17.69
37.91,45,1005,7,9.5,116.32,999.98,-2.22
37.65,47,1027,11,29.06,144.37,410.7,-32.93
35.45,88,1022,15,97.99,423.48,402.31,-38.37
38.69,44,1010,14,1.78,356.62,359.01,31.76
34.15,76,1025,9,61.97,469.09,291.34,45.29
33.73,63,998,20,24.04,176.88,659.52,-49.89
20.52,42,1007,11,83.81,143.7,459.29,-46.59
23.48,45,1023,21,80.36,120.13,809.58,-37.04
35.63,79,998,21,70.1,84.76,848.64,-32.79
39.95,72,1009,15,89.0,225.36,162.23,-10.67
34.4,52,994,7,53.95,144.47,128.1,9.57
31.6,77,1000,19,96.51,337.85,462.88,-31.57
23.67,86,1021,10,50.33,422.09,356.43,-37.23
38.96,56,991,11,35.83,447.13,863.05,-35.1
32.99,87,990,6,3.79,331.99,979.22,-39.85
29.78,78,1024,13,49.21,380.25,325.24,-1.07
37.23,89,1004,6,41.15,44.88,733.5,-15.5
39.07,75,997,7,28.58,177.84,297.27,11.51
27.42,51,1012,13,59.05,224.81,439.92,30.2
30.32,70,997,12,53.35,429.36,487.44,-5.4
22.3,43,1021,9,48.3,5.97,922.24,-41.93
39.2,82,1023,5,35.07,326.62,161.97,-34.19
22.41,65,1004,11,43.16,229.86,197.27,34.63
38.58,52,998,10,65.09,125.26,238.49,36.22
23.82,80,993,21,81.9,149.7,394.23,10.54
38.18,85,1018,5,32.06,390.09,634.14,-18.99
29.05,89,1025,16,83.42,341.13,401.24,-30.33
31.84,48,994,18,28.1,159.11,870.22,-16.89
20.71,52,1023,24,48.6,395.04,885.35,-48.46
27.89,82,1026,6,62.5,302.03,343.22,10.3
29.87,83,1004,15,86.88,112.46,400.85,-49.11
20.19,45,999,21,61.89,39.23,750.88,41.91
33.22,71,1005,20,97.73,117.15,373.57,-20.6
36.78,89,999,24,84.43,431.6,517.34,-1.66
20.5,63,1010,8,36.71,180.53,890.61,14.43
29.85,75,1008,11,43.16,309.43,585.94,2.47
20.67,59,1000,14,46.6,312.29,558.39,12.55
37.47,46,1006,16,43.11,30.0,823.95,22.61
23.22,48,1027,15,37.65,210.5,601.22,-25.45
21.17,61,1006,13,5.31,437.5,370.68,-30.68
37.15,73,1018,20,36.15,402.94,637.79,-4.21
28.89,46,997,21,35.35,62.93,993.48,25.27
21.91,82,1021,12,66.12,180.97,971.16,-18.59
32.96,53,997,7,30.17,183.15,519.81,-35.94
34.11,53,1003,15,45.07,414.85,980.37,-11.0
31.37,57,996,14,83.6,154.66,642.46,-34.49
26.64,80,1029,24,64.07,238.57,802.23,3.91
28.49,57,998,19,40.68,304.47,654.18,34.43
39.1,60,1010,14,72.64,138.5,105.7,27.75
30.69,63,1003,14,75.09,81.83,551.51,-29.76
27.94,76,1006,20,38.85,334.11,461.88,19.33
34.16,71,1023,21,61.7,356.41,453.82,13.18
21.52,57,1023,23,83.37,79.52,291.73,-24.26
25.8,46,1026,24,82.24,377.22,742.26,17.03
24.53,55,1000,16,29.46,114.98,635.74,33.12
33.6,68,1005,19,40.7,247.97,908.91,15.11
32.08,49,994,22,22.35,344.97,248.26,-30.36
35.19,76,1017,8,37.55,127.83,245.14,8.18
28.54,78,1028,19,52.38,445.4,627.79,-30.99
23.48,61,1003,20,88.06,381.89,333.92,-33.28
23.66,53,998,6,96.6,115.56,118.44,-9.01
37.85,54,1016,19,56.83,352.92,303.14,-16.17
21.5,65,993,5,89.48,80.83,507.28,49.51
31.88,40,1020,19,11.75,305.96,762.68,6.8
24.63,51,1021,18,11.92,276.5,892.67,28.63
24.29,86,995,23,66.03,387.55,832.19,25.74
21.97,62,1020,16,74.92,76.63,596.65,-28.35
39.59,82,993,23,11.14,62.17,771.21,18.94
21.22,46,1005,19,69.42,13.14,696.65,-30.12
22.96,57,1025,17,14.13,80.06,701.61,41.21
27.3,79,1024,17,87.48,271.4,794.06,4.28
29.12,64,997,23,83.78,499.27,147.97,-7.37
39.02,67,996,17,51.35,483.7,646.14,44.58
24.84,43,1011,8,78.69,290.8,765.26,28.07
34.42,85,1002,20,20.06,355.2,190.18,19.39
33.13,62,1010,14,6.18,479.0,535.18,36.06
30.35,73,1014,18,8.25,289.94,744.31,-24.35
25.32,41,997,23,61.56,269.95,756.16,42.63
23.13,53,1022,7,36.77,330.6,544.63,16.2
23.53,51,994,18,35.61,448.75,477.78,10.71
26.92,41,990,6,90.15,32.03,473.52,-26.82
22.74,78,1018,17,62.29,315.21,819.65,11.16
39.97,76,1022,5,69.51,182.42,393.38,20.81
28.92,71,1019,8,23.2,365.28,914.66,42.9
30.78,60,1014,6,0.48,218.84,596.03,15.15
32.33,78,1008,20,59.24,396.19,803.27,-42.75
23.92,85,1013,16,59.83,299.18,573.22,32.51
29.64,66,1002,8,78.58,234.95,164.82,47.86
21.26,78,1028,19,58.14,92.83,449.53,-11.92
39.38,76,993,12,67.9,232.01,868.92,-30.72
29.46,82,1007,9,66.67,418.14,473.26,34.21
20.59,60,995,24,48.78,316.62,705.88,-27.2
31.98,55,1017,5,55.96,41.93,195.14,43.92
22.0,86,1025,8,49.3,286.65,701.67,-14.23
35.8,46,1027,8,52.66,201.62,233.93,-13.46
39.07,87,1010,24,57.32,246.83,794.35,-31.63
38.33,64,1003,22,68.67,397.24,966.62,11.48
28.56,53,1027,11,82.71,407.02,280.1,-27.37
34.25,50,1020,10,69.47,66.16,189.72,-4.4
23.12,50,1028,17,96.91,462.36,813.44,35.56
21.51,82,1002,7,87.98,278.6,885.67,-14.48
36.42,53,1014,15,24.33,6.06,885.77,-10.27
33.9,78,997,19,51.96,299.74,528.11,-14.18
38.14,75,1001,24,5.18,470.94,801.43,7.25
38.29,80,1022,23,38.57,350.69,749.18,-10.12
26.95,74,1007,7,81.1,114.03,439.13,-38.26
26.37,48,1005,6,35.62,206.76,141.47,5.53
28.84,41,1008,21,57.55,427.93,936.47,-44.12
33.31,74,990,13,51.86,462.48,625.37,10.65
20.1,57,1003,7,57.92,53.27,772.88,-25.54
30.69,41,1017,8,43.34,324.51,510.64,14.73
20.39,53,990,5,66.41,151.78,881.0,43.96
29.01,43,999,12,34.64,7.13,401.95,-15.89
21.65,87,995,14,39.96,308.28,109.76,-37.93
31.24,56,1020,10,1.9,115.0,878.25,4.01
26.29,82,1021,5,62.69,374.41,214.3,33.81
29.58,68,1006,22,84.89,299.5,931.48,36.96
39.15,67,1015,6,3.43,488.91,262.65,40.96
26.82,87,1002,18,73.94,451.55,254.48,18.43
34.39,46,996,22,53.17,234.39,905.41,8.38
33.67,56,1027,15,82.18,449.35,576.97,1.89
37.38,68,1025,9,78.24,158.43,372.81,-28.46
26.69,71,1000,13,28.68,433.44,929.64,2.8
21.12,50,1006,6,40.9,208.29,429.84,7.26
39.41,87,991,13,57.53,175.69,597.7,-6.35
27.25,74,990,11,46.62,256.3,693.54,12.17
23.87,75,1018,17,90.16,23.62,405.42,11.75
38.28,88,1017,19,62.69,240.51,923.6,-6.89
23.81,61,993,24,98.55,345.94,946.78,-25.97
30.58,44,993,20,33.64,454.81,189.59,41.58
35.11,81,998,22,79.97,371.22,843.3,-36.96
34.62,72,1013,24,51.58,106.84,378.81,-38.81
20.59,47,991,16,77.09,155.1,110.3,3.92
24.05,46,998,12,26.65,458.63,103.32,27.05
37.77,46,1010,22,14.13,175.48,517.61,23.2
31.06,69,999,6,28.95,489.53,921.04,-34.64
33.74,81,992,19,89.33,152.84,110.34,35.41
28.05,86,1021,8,72.49,348.31,204.43,45.7
34.9,45,1008,15,25.69,180.93,204.36,-35.07
25.78,70,1023,16,34.17,343.85,271.17,-31.52
24.64,85,1017,12,83.93,458.76,194.41,47.93
39.94,61,994,24,32.11,412.47,636.24,39.14
23.15,52,1015,18,75.24,101.49,678.81,15.11
39.63,45,991,9,3.05,496.77,276.01,-18.46
38.53,81,996,10,37.43,71.39,676.6,24.08
34.29,89,998,9,52.98,105.69,324.98,47.64
31.64,53,991,19,29.08,19.91,202.71,38.4
20.09,42,1005,9,35.83,423.4,574.18,-43.28
32.71,67,1008,5,32.69,257.49,939.06,-49.15
35.45,62,1003,5,70.5,233.21,366.51,5.67
34.66,78,1029,7,2.34,137.05,247.67,18.93
23.44,74,1027,15,61.81,113.45,432.24,18.4
30.89,74,1010,18,75.4,488.02,317.74,-19.44
31.0,49,1022,13,1.06,199.97,838.24,10.98
33.06,64,1004,8,30.28,166.86,593.67,-47.25
36.62,71,1010,19,44.52,115.68,163.03,38.19
33.96,56,1004,20,60.0,11.57,670.61,-33.09
22.83,67,1012,19,28.93,151.41,974.61,48.18
20.38,52,1028,19,98.96,192.91,498.54,2.34
22.73,63,998,12,53.31,200.0,924.32,1.11
20.81,66,1001,19,8.77,110.4,826.14,-41.02
28.74,54,1018,16,19.69,259.15,940.38,-44.62
25.68,82,1020,23,28.99,445.29,646.97,16.46
20.15,83,1013,16,51.94,277.98,125.29,45.05
21.61,66,1002,10,73.48,236.47,857.9,25.36
27.95,87,1019,10,80.01,350.21,190.52,-43.83
38.8,40,1007,22,37.97,366.85,961.9,-0.42
39.9,74,1000,19,10.45,331.65,540.22,-42.56
21.0,69,1004,5,54.92,223.31,779.04,48.66
36.61,59,1003,8,47.11,398.7,801.67,8.36
29.61,75,1027,10,61.71,404.08,778.11,33.59
32.42,55,1022,8,43.9,235.45,663.27,-45.35
30.12,44,994,7,45.27,423.2,576.31,4.48
38.49,43,1022,9,49.03,2.36,754.36,35.62
29.57,87,1029,21,57.32,407.63,456.7,-48.74
23.36,53,993,15,79.29,127.36,693.36,-35.09
35.6,44,1005,6,5.95,132.02,319.05,-1.71
30.28,49,998,24,95.99,397.18,682.04,45.1
22.34,80,999,8,18.78,340.06,822.06,-13.4
